nombre,correo,telefono,servicio,canal,canal_origen,hora_contacto,dias_desde_contacto,mensaje_largo,urgencia,interes_activo
Lead 864,lead864@mail.com,944741269,Evaluación general,WhatsApp,Grupo de ofertas,16,11,0,1,0
Lead 865,lead865@mail.com,999059475,Evaluación general,TikTok,DM TikTok,20,15,1,0,1
Lead 866,lead866@mail.com,987468612,Evaluación general,Otro,Landing page,8,5,0,0,0
Lead 867,lead867@mail.com,953070149,Ortodoncia,Otro,Landing page,10,20,0,0,1
Lead 868,lead868@mail.com,915459501,Ortodoncia,Facebook,Comentario FB,18,15,1,1,1
Lead 869,lead869@mail.com,934747780,Limpieza dental,WhatsApp,Mensaje directo,22,14,0,1,0
Lead 870,lead870@mail.com,979578794,Limpieza dental,Otro,Anuncio Google,19,26,0,0,0
Lead 871,lead871@mail.com,965394229,Blanqueamiento,Otro,Anuncio Google,7,20,1,0,1
Lead 872,lead872@mail.com,972110920,Endodoncia,Otro,Anuncio Google,20,22,1,1,0
Lead 873,lead873@mail.com,996266692,Limpieza dental,Facebook,Mensaje FB,19,5,1,0,0
Lead 874,lead874@mail.com,922433238,Limpieza dental,Facebook,Mensaje FB,18,26,0,0,0
Lead 875,lead875@mail.com,924223887,Evaluación general,Facebook,Mensaje FB,22,10,1,1,1
Lead 876,lead876@mail.com,934928384,Limpieza dental,TikTok,Live,9,19,0,1,1
Lead 877,lead877@mail.com,945261362,Blanqueamiento,Instagram,Inbox IG,7,1,0,0,0
Lead 878,lead878@mail.com,953563219,Limpieza dental,Otro,Anuncio Google,7,2,1,0,1
Lead 879,lead879@mail.com,959388645,Implantes,TikTok,DM TikTok,19,19,1,1,1
Lead 880,lead880@mail.com,933767091,Blanqueamiento,Otro,Landing page,17,12,1,0,0
Lead 881,lead881@mail.com,995044423,Limpieza dental,Otro,Anuncio Google,21,20,1,0,1
Lead 882,lead882@mail.com,953484059,Implantes,TikTok,DM TikTok,16,25,0,0,0
Lead 883,lead883@mail.com,933254222,Blanqueamiento,WhatsApp,Grupo de ofertas,15,19,0,1,0
Lead 884,lead884@mail.com,954362533,Evaluación general,Instagram,Historia,21,22,0,0,0
Lead 885,lead885@mail.com,995417897,Limpieza dental,Facebook,Formulario FB,8,10,0,0,0
Lead 886,lead886@mail.com,990037806,Blanqueamiento,Facebook,Comentario FB,18,0,1,0,1
Lead 887,lead887@mail.com,971152921,Evaluación general,TikTok,DM TikTok,14,6,0,0,1
Lead 888,lead888@mail.com,968576692,Endodoncia,WhatsApp,Mensaje directo,12,13,0,1,0
Lead 889,lead889@mail.com,990969656,Evaluación general,TikTok,DM TikTok,14,15,0,0,0
Lead 890,lead890@mail.com,935897482,Limpieza dental,Instagram,Comentario IG,10,21,0,1,0
Lead 891,lead891@mail.com,984007274,Implantes,WhatsApp,Grupo de ofertas,18,21,0,0,0
Lead 892,lead892@mail.com,935476259,Limpieza dental,Otro,Landing page,21,24,0,0,0
Lead 893,lead893@mail.com,997574253,Implantes,WhatsApp,Mensaje directo,20,13,0,0,1
Lead 894,lead894@mail.com,946832178,Endodoncia,Instagram,Inbox IG,20,19,0,0,0
Lead 895,lead895@mail.com,986807487,Implantes,WhatsApp,Mensaje directo,12,9,0,0,0
Lead 896,lead896@mail.com,947221001,Ortodoncia,Otro,Anuncio Google,13,24,1,0,0
Lead 897,lead897@mail.com,979198496,Blanqueamiento,Instagram,Comentario IG,15,6,0,0,0
Lead 898,lead898@mail.com,955949429,Blanqueamiento,Otro,Landing page,7,11,0,0,0
Lead 899,lead899@mail.com,972198050,Evaluación general,WhatsApp,Mensaje directo,16,3,0,0,0
Lead 900,lead900@mail.com,924390554,Endodoncia,WhatsApp,Grupo de ofertas,14,28,0,0,0
Lead 901,lead901@mail.com,918288515,Implantes,Instagram,Historia,22,13,0,0,0
Lead 902,lead902@mail.com,920698216,Endodoncia,WhatsApp,Grupo de ofertas,11,16,0,0,0
Lead 903,lead903@mail.com,979376221,Endodoncia,Instagram,Historia,10,29,0,0,0
Lead 904,lead904@mail.com,955525374,Ortodoncia,TikTok,DM TikTok,10,17,0,0,0
Lead 905,lead905@mail.com,948807239,Implantes,Facebook,Comentario FB,16,25,1,0,0
Lead 906,lead906@mail.com,955069853,Endodoncia,Otro,Landing page,14,21,0,0,0
Lead 907,lead907@mail.com,969147144,Ortodoncia,WhatsApp,Mensaje directo,15,9,0,1,0
Lead 908,lead908@mail.com,943467508,Evaluación general,Facebook,Formulario FB,12,20,0,0,0
Lead 909,lead909@mail.com,934529154,Endodoncia,Facebook,Mensaje FB,21,1,0,0,1
Lead 910,lead910@mail.com,983498554,Ortodoncia,TikTok,Live,13,10,0,0,0
Lead 911,lead911@mail.com,925234145,Ortodoncia,TikTok,Live,21,25,0,0,1
Lead 912,lead912@mail.com,923552664,Blanqueamiento,Instagram,Historia,19,23,0,1,0
Lead 913,lead913@mail.com,945985062,Blanqueamiento,Facebook,Formulario FB,13,24,0,0,0
Lead 914,lead914@mail.com,940535317,Evaluación general,Instagram,Comentario IG,18,27,0,0,1
Lead 915,lead915@mail.com,944456905,Endodoncia,WhatsApp,Mensaje directo,22,4,0,0,0
Lead 916,lead916@mail.com,987141378,Evaluación general,WhatsApp,Mensaje directo,17,6,0,0,1
Lead 917,lead917@mail.com,957484197,Endodoncia,TikTok,DM TikTok,9,9,0,0,1
Lead 918,lead918@mail.com,997302483,Endodoncia,Instagram,Inbox IG,19,28,0,0,0
Lead 919,lead919@mail.com,997829519,Limpieza dental,Otro,Landing page,21,3,0,0,0
Lead 920,lead920@mail.com,984925048,Endodoncia,WhatsApp,Mensaje directo,19,2,1,0,0
Lead 921,lead921@mail.com,998356836,Limpieza dental,TikTok,Live,13,14,1,1,0
Lead 922,lead922@mail.com,970411248,Blanqueamiento,Otro,Landing page,18,0,0,0,0
Lead 923,lead923@mail.com,989721839,Endodoncia,Otro,Anuncio Google,15,17,0,0,1
Lead 924,lead924@mail.com,953105220,Limpieza dental,Instagram,Comentario IG,20,8,0,0,0
Lead 925,lead925@mail.com,971237905,Blanqueamiento,Otro,Anuncio Google,17,24,0,0,0
Lead 926,lead926@mail.com,978597407,Ortodoncia,WhatsApp,Grupo de ofertas,17,27,0,0,0
Lead 927,lead927@mail.com,999473837,Evaluación general,Instagram,Historia,21,8,0,0,0
Lead 928,lead928@mail.com,922299695,Implantes,Instagram,Inbox IG,15,1,0,1,0
Lead 929,lead929@mail.com,979853550,Ortodoncia,Facebook,Formulario FB,13,29,0,0,1
Lead 930,lead930@mail.com,911643083,Ortodoncia,Facebook,Comentario FB,8,1,0,0,0
Lead 931,lead931@mail.com,963355494,Evaluación general,Instagram,Inbox IG,21,12,0,0,0
Lead 932,lead932@mail.com,934556224,Ortodoncia,Facebook,Formulario FB,11,25,1,1,1
Lead 933,lead933@mail.com,962056502,Blanqueamiento,TikTok,Live,9,10,1,0,0
Lead 934,lead934@mail.com,933507635,Endodoncia,Facebook,Comentario FB,18,27,1,0,0
Lead 935,lead935@mail.com,951096674,Endodoncia,Facebook,Formulario FB,19,29,0,0,1
Lead 936,lead936@mail.com,953883023,Endodoncia,Facebook,Comentario FB,14,15,0,0,0
Lead 937,lead937@mail.com,959063350,Ortodoncia,TikTok,DM TikTok,18,15,1,1,1
Lead 938,lead938@mail.com,999401408,Limpieza dental,WhatsApp,Mensaje directo,13,21,1,1,0
Lead 939,lead939@mail.com,970392605,Evaluación general,WhatsApp,Grupo de ofertas,12,22,0,0,0
Lead 940,lead940@mail.com,958593510,Limpieza dental,Facebook,Comentario FB,19,10,0,0,0
Lead 941,lead941@mail.com,929501490,Limpieza dental,Facebook,Comentario FB,13,26,0,0,0
Lead 942,lead942@mail.com,942010888,Blanqueamiento,TikTok,DM TikTok,16,6,1,0,1
Lead 943,lead943@mail.com,933641900,Ortodoncia,TikTok,DM TikTok,11,12,0,0,0
Lead 944,lead944@mail.com,933834000,Evaluación general,WhatsApp,Grupo de ofertas,19,16,0,0,0
Lead 945,lead945@mail.com,917581002,Endodoncia,Otro,Anuncio Google,18,8,0,0,0
Lead 946,lead946@mail.com,927069223,Endodoncia,Facebook,Mensaje FB,15,28,1,0,0
Lead 947,lead947@mail.com,992814192,Evaluación general,TikTok,Live,9,22,0,0,1
Lead 948,lead948@mail.com,986943867,Evaluación general,Otro,Landing page,10,28,0,0,0
Lead 949,lead949@mail.com,986864536,Endodoncia,TikTok,DM TikTok,20,10,0,0,0
Lead 950,lead950@mail.com,990735137,Endodoncia,WhatsApp,Mensaje directo,22,21,1,0,1
Lead 951,lead951@mail.com,911286188,Blanqueamiento,Otro,Anuncio Google,22,11,1,0,0
Lead 952,lead952@mail.com,928561310,Ortodoncia,Otro,Landing page,12,20,0,0,1
Lead 953,lead953@mail.com,981405948,Blanqueamiento,Facebook,Comentario FB,16,9,0,0,0
Lead 954,lead954@mail.com,962762777,Blanqueamiento,Instagram,Inbox IG,15,14,0,1,1
Lead 955,lead955@mail.com,937135236,Evaluación general,Facebook,Comentario FB,10,16,0,0,0
Lead 956,lead956@mail.com,983735788,Limpieza dental,TikTok,DM TikTok,10,14,0,0,0
Lead 957,lead957@mail.com,962960621,Blanqueamiento,Otro,Anuncio Google,16,28,0,1,1
Lead 958,lead958@mail.com,975978252,Endodoncia,Otro,Landing page,22,8,0,0,0
Lead 959,lead959@mail.com,948821960,Blanqueamiento,Instagram,Historia,10,23,0,0,0
Lead 960,lead960@mail.com,943548071,Blanqueamiento,Instagram,Inbox IG,10,6,0,0,0
Lead 961,lead961@mail.com,958482500,Implantes,TikTok,DM TikTok,22,6,0,0,0
Lead 962,lead962@mail.com,976395265,Blanqueamiento,Instagram,Inbox IG,13,24,0,0,1
Lead 963,lead963@mail.com,991952330,Blanqueamiento,WhatsApp,Mensaje directo,15,12,0,0,0
Lead 964,lead964@mail.com,992298322,Implantes,Otro,Landing page,12,19,1,0,0
Lead 965,lead965@mail.com,969304974,Ortodoncia,TikTok,DM TikTok,20,14,1,1,0
Lead 966,lead966@mail.com,990710501,Evaluación general,Otro,Anuncio Google,15,11,1,1,1
Lead 967,lead967@mail.com,984798069,Endodoncia,TikTok,DM TikTok,10,6,0,0,0
Lead 968,lead968@mail.com,912098729,Limpieza dental,WhatsApp,Grupo de ofertas,14,18,0,0,0
Lead 969,lead969@mail.com,933917061,Evaluación general,WhatsApp,Grupo de ofertas,7,12,1,1,0
Lead 970,lead970@mail.com,912488144,Endodoncia,TikTok,DM TikTok,14,17,1,0,1
Lead 971,lead971@mail.com,915088539,Ortodoncia,Facebook,Formulario FB,20,23,0,0,0
Lead 972,lead972@mail.com,980105108,Ortodoncia,TikTok,DM TikTok,9,10,1,0,0
Lead 973,lead973@mail.com,945179631,Blanqueamiento,Otro,Anuncio Google,12,23,0,1,0
Lead 974,lead974@mail.com,993604679,Evaluación general,Instagram,Inbox IG,22,21,1,0,0
Lead 975,lead975@mail.com,978417030,Evaluación general,Facebook,Comentario FB,14,21,0,1,1
Lead 976,lead976@mail.com,961662376,Evaluación general,Otro,Landing page,17,0,0,1,1
Lead 977,lead977@mail.com,975833124,Evaluación general,Facebook,Mensaje FB,17,10,0,0,0
Lead 978,lead978@mail.com,983283807,Endodoncia,WhatsApp,Mensaje directo,15,26,0,0,0
Lead 979,lead979@mail.com,987890927,Ortodoncia,WhatsApp,Mensaje directo,9,19,1,0,0
Lead 980,lead980@mail.com,990919190,Blanqueamiento,TikTok,DM TikTok,19,28,0,1,0
Lead 981,lead981@mail.com,935967642,Limpieza dental,TikTok,Live,8,17,0,0,1
Lead 982,lead982@mail.com,929577390,Endodoncia,Facebook,Mensaje FB,21,17,0,0,1
Lead 983,lead983@mail.com,956021853,Limpieza dental,WhatsApp,Grupo de ofertas,19,8,0,1,0
Lead 984,lead984@mail.com,911467256,Ortodoncia,Facebook,Mensaje FB,10,16,0,0,0
Lead 985,lead985@mail.com,943319676,Limpieza dental,TikTok,Live,19,1,0,0,1
Lead 986,lead986@mail.com,969127140,Endodoncia,Facebook,Mensaje FB,15,5,0,0,0
Lead 987,lead987@mail.com,926380660,Endodoncia,Otro,Anuncio Google,20,24,0,0,0
Lead 988,lead988@mail.com,963093290,Ortodoncia,TikTok,Live,12,2,1,1,0
Lead 989,lead989@mail.com,945882465,Blanqueamiento,Instagram,Comentario IG,7,15,0,0,0
Lead 990,lead990@mail.com,917059903,Evaluación general,TikTok,Live,20,5,0,1,1
Lead 991,lead991@mail.com,913800760,Implantes,TikTok,DM TikTok,22,18,0,0,0
Lead 992,lead992@mail.com,951781921,Endodoncia,Facebook,Mensaje FB,8,8,0,0,0
Lead 993,lead993@mail.com,966226686,Implantes,Facebook,Comentario FB,13,28,0,0,0
Lead 994,lead994@mail.com,977643497,Limpieza dental,TikTok,DM TikTok,7,0,0,0,0
Lead 995,lead995@mail.com,911120113,Blanqueamiento,TikTok,DM TikTok,15,22,0,1,1
Lead 996,lead996@mail.com,997365744,Evaluación general,Instagram,Comentario IG,16,23,0,0,0
Lead 997,lead997@mail.com,975875125,Implantes,Otro,Landing page,11,10,0,0,0
Lead 998,lead998@mail.com,972200055,Limpieza dental,Otro,Landing page,9,29,1,0,0
Lead 999,lead999@mail.com,959402947,Limpieza dental,WhatsApp,Grupo de ofertas,8,9,0,0,0
