servicio,canal,canal_origen,urgencia,mensaje_largo,referido,tratamiento_prev,interes_activo,es_mañana,dias_recientes,hora_contacto,dias_desde_contacto,nombre,correo,telefono
Carillas,Instagram,Recomendación,Baja,1,1,1,1,0,0,15,7,José Castro Ramírez,josé70@yahoo.es,+51 918900717
Revisión general,Instagram,Página web,Alta,0,0,0,0,0,0,11,5,Raúl Herrera Morales,raúl15@hotmail.com,+51 957245829
Extracción,Otro,Google Ads,Alta,1,0,0,0,1,1,25,2,Karla Herrera Martínez,karla68@gmail.com,+51 915088827
Implantes,Instagram,Recomendación,Baja,1,0,0,0,1,0,13,6,Renzo Martínez Castro,renzo25@outlook.com,+51 943395966
Revisión general,Otro,Página web,Media,1,1,1,0,1,0,11,6,José Quispe Quispe,josé54@outlook.com,+51 979255270
Cirugía oral,Instagram,Llamada directa,Baja,0,1,0,1,0,1,6,8,María Ruiz García,maría93@yahoo.es,+51 983455133
Blanqueamiento,Instagram,Recomendación,Media,1,0,0,1,1,0,18,5,Karla Ruiz Rodríguez,karla77@hotmail.com,+51 969699542
Cirugía oral,WhatsApp,Llamada directa,Media,1,1,1,0,0,1,15,3,Fiorella Martínez Herrera,fiorella78@gmail.com,+51 916460343
Cirugía oral,WhatsApp,Google Ads,Baja,1,0,0,0,0,0,14,10,Luis García Torres,luis21@hotmail.com,+51 984442555
Cirugía oral,Instagram,Google Ads,Media,1,0,1,0,0,1,16,10,Diana Mendoza Quispe,diana78@gmail.com,+51 993263453
Implantes,WhatsApp,Llamada directa,Alta,0,0,0,1,1,1,17,13,Pedro Flores Martínez,pedro68@hotmail.com,+51 984671660
Revisión general,Otro,Recomendación,Alta,1,0,1,1,1,0,17,9,Lucía Cruz Martínez,lucía73@hotmail.com,+51 925075207
Extracción,Otro,Recomendación,Baja,0,1,1,1,0,0,13,7,Ana Herrera Ruiz,ana99@gmail.com,+51 992845685
Ortodoncia,Facebook,Llamada directa,Baja,0,1,1,0,0,0,8,0,Fernando Rojas García,fernando73@outlook.com,+51 986940264
Blanqueamiento,WhatsApp,Página web,Alta,1,0,1,1,0,0,11,10,Rosa Castro Cruz,rosa77@yahoo.es,+51 911448356
Cirugía oral,Facebook,Llamada directa,Baja,1,1,1,1,0,0,16,5,Elena García Castro,elena83@yahoo.es,+51 985885500
Carillas,Otro,Página web,Media,1,1,1,1,0,0,13,4,Ana Torres Rodríguez,ana58@yahoo.es,+51 956908418
Ortodoncia,WhatsApp,Google Ads,Baja,1,0,1,1,0,1,18,6,Elena Mendoza Ramírez,elena49@gmail.com,+51 998048935
Revisión general,Instagram,Recomendación,Alta,0,0,1,1,1,0,18,3,Carmen Cruz Mendoza,carmen78@gmail.com,+51 991445975
Ortodoncia,Facebook,Llamada directa,Media,0,1,0,1,0,0,14,8,Carmen Sánchez Pérez,carmen48@hotmail.com,+51 928560561
Extracción,WhatsApp,Llamada directa,Alta,1,1,1,0,0,0,11,0,Fernando Rojas Ramírez,fernando90@outlook.com,+51 946415546
Endodoncia,WhatsApp,Google Ads,Alta,0,1,0,0,0,0,12,8,Carmen Cruz Ramírez,carmen87@outlook.com,+51 933493267
Carillas,Otro,Google Ads,Media,0,1,1,1,1,0,14,7,Raúl Mendoza Flores,raúl84@outlook.com,+51 916932405
Ortodoncia,Instagram,Llamada directa,Media,0,0,1,0,0,0,15,5,Fernando Ruiz Cruz,fernando44@gmail.com,+51 941342858
Revisión general,WhatsApp,Página web,Media,0,1,1,0,0,1,19,9,Diana Silva Sánchez,diana69@gmail.com,+51 917349075
Cirugía oral,WhatsApp,Recomendación,Media,0,1,0,0,0,0,15,7,Karla Martínez Ramírez,karla45@hotmail.com,+51 952068603
Limpieza dental,WhatsApp,Página web,Alta,0,1,0,0,0,1,15,15,Elena Ruiz Castro,elena26@yahoo.es,+51 972040714
Ortodoncia,WhatsApp,Página web,Baja,1,1,1,1,0,0,8,3,María Pérez Ramírez,maría39@gmail.com,+51 921882318
Ortodoncia,Facebook,Llamada directa,Media,1,0,1,1,0,1,17,5,Andrea Vásquez Herrera,andrea88@yahoo.es,+51 971385398
Cirugía oral,Otro,Página web,Baja,0,0,0,1,1,0,14,6,Miguel Ramírez Sánchez,miguel70@gmail.com,+51 982103981
Cirugía oral,Instagram,Página web,Alta,1,0,1,0,1,1,7,8,Luis Sánchez Morales,luis29@yahoo.es,+51 914315837
Cirugía oral,Instagram,Recomendación,Media,0,0,0,0,0,1,6,5,Renzo Cruz Rojas,renzo89@gmail.com,+51 988783583
Limpieza dental,Facebook,Google Ads,Alta,1,1,0,0,1,0,12,1,Pedro García Ruiz,pedro84@gmail.com,+51 993933430
Cirugía oral,Otro,Recomendación,Alta,0,1,0,0,0,1,17,0,Raúl García Quispe,raúl36@yahoo.es,+51 983109769
Endodoncia,Otro,Recomendación,Alta,1,0,1,1,1,0,9,2,Carmen Vásquez Castro,carmen52@yahoo.es,+51 975922932
Blanqueamiento,Instagram,Llamada directa,Alta,1,0,1,1,0,1,14,7,Andrea Flores Sánchez,andrea15@gmail.com,+51 961887244
Endodoncia,WhatsApp,Llamada directa,Media,0,0,0,0,0,0,8,6,Luis Sánchez Morales,luis60@outlook.com,+51 928325410
Implantes,WhatsApp,Google Ads,Media,1,0,1,0,0,0,12,2,Karla Quispe Chávez,karla95@hotmail.com,+51 949348734
Cirugía oral,WhatsApp,Recomendación,Media,1,1,1,1,0,1,11,4,Andrea Ruiz Ramírez,andrea72@gmail.com,+51 954100939
Revisión general,Otro,Recomendación,Baja,1,0,0,0,1,0,11,1,Miguel Castro Pérez,miguel91@hotmail.com,+51 944208209
Limpieza dental,Facebook,Llamada directa,Baja,0,0,1,1,0,1,17,3,Miguel Silva Morales,miguel68@yahoo.es,+51 911146622
Blanqueamiento,WhatsApp,Página web,Alta,1,1,0,1,0,1,13,8,Jessica Gómez Rodríguez,jessica16@outlook.com,+51 915751104
Ortodoncia,WhatsApp,Google Ads,Alta,0,1,0,1,1,1,16,2,Raúl Gómez Torres,raúl24@outlook.com,+51 943383053
Endodoncia,Otro,Llamada directa,Media,1,1,1,0,1,1,15,9,Raúl Silva Ruiz,raúl87@yahoo.es,+51 929253859
Extracción,Instagram,Google Ads,Media,1,0,1,0,0,0,16,0,Andrea Quispe Chávez,andrea55@yahoo.es,+51 912462010
Extracción,Otro,Google Ads,Baja,0,1,1,0,0,1,13,3,Fernando Gómez Ramírez,fernando79@yahoo.es,+51 937569236
Blanqueamiento,WhatsApp,Google Ads,Alta,1,1,1,1,0,0,15,11,Karla Martínez Herrera,karla30@hotmail.com,+51 979141224
Cirugía oral,Otro,Página web,Media,0,1,1,0,0,0,14,0,Fernando Morales Sánchez,fernando42@hotmail.com,+51 949091530
Endodoncia,Facebook,Recomendación,Alta,1,1,1,0,1,0,13,5,Jessica Silva Martínez,jessica94@outlook.com,+51 985149640
Implantes,Facebook,Llamada directa,Media,0,0,1,1,0,0,24,7,María Sánchez Quispe,maría21@outlook.com,+51 923999288
Extracción,Otro,Google Ads,Baja,0,1,1,1,0,0,13,5,Luis Martínez Castro,luis71@yahoo.es,+51 929111909
Revisión general,Instagram,Recomendación,Media,0,0,0,0,0,0,17,8,Jorge Torres Flores,jorge26@hotmail.com,+51 940561327
Cirugía oral,Facebook,Llamada directa,Media,1,1,0,1,1,0,13,8,Fernando Quispe Rodríguez,fernando11@hotmail.com,+51 988110384
Blanqueamiento,Facebook,Recomendación,Baja,0,0,1,1,1,1,20,3,Fiorella Sánchez Vásquez,fiorella44@outlook.com,+51 926683675
Revisión general,Facebook,Recomendación,Media,1,0,0,0,0,0,11,7,Elena Ramírez Sánchez,elena29@outlook.com,+51 924365405
Implantes,Facebook,Recomendación,Baja,1,0,0,1,0,1,18,4,Fernando Ramírez Ruiz,fernando35@yahoo.es,+51 974934678
Limpieza dental,Otro,Página web,Alta,0,0,1,0,1,0,7,6,Jessica Martínez García,jessica15@hotmail.com,+51 932414547
Revisión general,Otro,Google Ads,Alta,1,1,0,0,0,0,10,3,Luis Chávez Flores,luis38@yahoo.es,+51 928296891
Blanqueamiento,Facebook,Google Ads,Baja,0,0,1,0,0,0,17,13,Carmen Ramírez Flores,carmen60@outlook.com,+51 914486508
Implantes,Facebook,Recomendación,Baja,1,1,1,1,0,1,16,4,Jorge Rojas Herrera,jorge58@gmail.com,+51 965257280
Extracción,Instagram,Página web,Baja,0,0,1,1,0,1,10,2,Andrea Torres Morales,andrea60@gmail.com,+51 968649555
Ortodoncia,WhatsApp,Recomendación,Alta,1,1,1,0,0,0,13,8,Luis Rodríguez Martínez,luis15@yahoo.es,+51 989057517
Blanqueamiento,Facebook,Google Ads,Baja,0,1,1,1,0,0,18,5,María Silva Silva,maría65@outlook.com,+51 977905272
Limpieza dental,Facebook,Google Ads,Alta,1,0,1,1,1,1,19,8,Elena Sánchez Morales,elena64@yahoo.es,+51 936155231
Ortodoncia,Instagram,Página web,Media,0,0,1,0,0,0,16,4,Ana Silva Martínez,ana42@gmail.com,+51 977311349
Endodoncia,Otro,Google Ads,Media,0,1,1,1,0,0,13,1,José Rodríguez Sánchez,josé41@gmail.com,+51 935661282
Endodoncia,Instagram,Google Ads,Media,0,0,1,0,1,0,18,9,Fiorella Chávez Ruiz,fiorella32@hotmail.com,+51 913036994
Revisión general,Facebook,Recomendación,Baja,0,1,1,0,0,0,12,2,Pedro Torres Herrera,pedro34@hotmail.com,+51 912414322
Implantes,Instagram,Llamada directa,Media,0,1,0,0,1,0,13,2,María Torres Torres,maría97@gmail.com,+51 951247339
Implantes,Facebook,Google Ads,Alta,0,0,1,0,1,1,11,4,Jessica García Torres,jessica44@gmail.com,+51 916971206
Carillas,WhatsApp,Google Ads,Alta,0,1,0,1,0,1,9,3,Andrea Morales Castro,andrea22@hotmail.com,+51 976875345
Implantes,WhatsApp,Google Ads,Baja,0,1,1,0,1,0,16,2,Renzo Castro Flores,renzo47@gmail.com,+51 942435494
Endodoncia,WhatsApp,Página web,Alta,1,0,1,0,0,0,14,0,Raúl Quispe Pérez,raúl31@gmail.com,+51 996983577
Ortodoncia,Otro,Llamada directa,Alta,1,0,1,1,0,1,16,8,José Cruz Flores,josé65@outlook.com,+51 941728248
Extracción,Facebook,Recomendación,Media,1,1,0,1,0,1,16,9,María Quispe Ruiz,maría43@gmail.com,+51 923626883
Blanqueamiento,Facebook,Google Ads,Baja,0,1,0,0,0,1,20,3,Diana Quispe Quispe,diana11@gmail.com,+51 985052446
Blanqueamiento,Otro,Google Ads,Baja,0,0,0,1,0,0,19,9,Luis Vásquez Castro,luis71@hotmail.com,+51 988049286
Ortodoncia,Facebook,Página web,Media,0,0,1,0,0,1,13,6,Ana Flores Rojas,ana29@hotmail.com,+51 927332583
Limpieza dental,WhatsApp,Página web,Alta,1,0,1,0,0,1,14,7,Pedro Herrera Flores,pedro68@hotmail.com,+51 952680218
Extracción,Instagram,Llamada directa,Alta,1,0,0,0,1,1,13,7,Jessica Vásquez Mendoza,jessica72@outlook.com,+51 920261361
Implantes,Instagram,Página web,Alta,1,1,0,0,0,1,14,3,María Silva Torres,maría86@outlook.com,+51 969372149
Implantes,Instagram,Página web,Baja,0,1,1,1,1,0,16,3,Miguel Torres Martínez,miguel24@gmail.com,+51 931078019
Blanqueamiento,Instagram,Página web,Alta,1,0,0,1,1,0,17,4,Miguel Sánchez Herrera,miguel81@yahoo.es,+51 962814124
Extracción,Otro,Llamada directa,Baja,0,0,0,1,0,0,19,4,Lucía Mendoza Martínez,lucía96@outlook.com,+51 960982316
Endodoncia,Facebook,Página web,Media,0,1,1,0,1,1,19,8,José Ramírez Vásquez,josé49@hotmail.com,+51 983865878
Extracción,Instagram,Google Ads,Alta,0,0,1,0,0,0,14,6,Carlos García Herrera,carlos49@yahoo.es,+51 942082757
Endodoncia,Otro,Recomendación,Media,0,1,1,1,1,1,11,5,Karla Ramírez García,karla87@gmail.com,+51 984220286
Ortodoncia,WhatsApp,Recomendación,Media,0,1,0,0,0,0,15,7,Raúl Rojas Rojas,raúl53@yahoo.es,+51 993779761
Blanqueamiento,Otro,Página web,Media,1,1,1,0,1,1,12,2,Carlos Quispe Castro,carlos28@gmail.com,+51 925821634
Endodoncia,Otro,Llamada directa,Media,0,0,1,0,1,0,17,7,María Morales Herrera,maría50@yahoo.es,+51 940122636
Ortodoncia,Facebook,Recomendación,Media,0,1,1,0,0,1,19,6,Luis Cruz Flores,luis29@gmail.com,+51 948014660
Limpieza dental,WhatsApp,Página web,Baja,0,0,0,0,0,0,16,17,José Pérez Torres,josé89@yahoo.es,+51 956419285
Carillas,Facebook,Recomendación,Media,0,0,1,0,0,1,15,1,Andrea Mendoza Flores,andrea23@yahoo.es,+51 957228573
Limpieza dental,WhatsApp,Recomendación,Media,0,1,0,0,0,1,16,6,Lucía Silva Morales,lucía55@yahoo.es,+51 978991804
Endodoncia,Otro,Google Ads,Baja,0,1,0,1,1,1,13,3,Miguel Quispe Chávez,miguel72@hotmail.com,+51 955588461
Carillas,Otro,Google Ads,Baja,0,1,0,0,1,0,11,5,Lucía Morales Ruiz,lucía73@outlook.com,+51 925194002
Blanqueamiento,Otro,Llamada directa,Baja,0,1,0,0,1,1,16,9,Elena Flores Morales,elena21@yahoo.es,+51 934245896
Blanqueamiento,WhatsApp,Google Ads,Media,1,0,0,0,1,0,19,11,Diana García Rodríguez,diana51@yahoo.es,+51 967249386
Endodoncia,WhatsApp,Llamada directa,Alta,1,0,1,0,0,0,12,3,Rosa Pérez Castro,rosa47@hotmail.com,+51 914793395
Blanqueamiento,Otro,Página web,Media,0,1,1,1,1,1,13,4,Andrea Sánchez Rodríguez,andrea68@outlook.com,+51 928973752
Revisión general,Facebook,Llamada directa,Media,1,0,1,0,0,0,17,0,Jessica Quispe Silva,jessica56@gmail.com,+51 948625037
Blanqueamiento,Otro,Google Ads,Baja,0,0,0,1,0,0,14,10,Lucía Martínez Martínez,lucía65@hotmail.com,+51 923277600
Cirugía oral,Instagram,Recomendación,Baja,0,0,1,1,0,0,14,3,Elena Quispe Ramírez,elena18@hotmail.com,+51 971278936
Carillas,Otro,Llamada directa,Baja,1,1,1,1,0,0,12,0,Rosa Silva Ruiz,rosa61@gmail.com,+51 948432923
Carillas,Instagram,Google Ads,Baja,0,0,0,1,0,0,16,5,Andrea García Ruiz,andrea15@outlook.com,+51 963962271
Extracción,Otro,Llamada directa,Media,1,1,1,1,0,0,14,1,Pedro Ramírez Mendoza,pedro31@hotmail.com,+51 947994911
Carillas,Instagram,Llamada directa,Media,0,0,1,1,0,0,9,2,Elena Mendoza Castro,elena89@outlook.com,+51 957884159
Endodoncia,Instagram,Llamada directa,Media,1,1,0,1,0,0,16,3,Fernando Rojas Silva,fernando71@yahoo.es,+51 958258041
Blanqueamiento,Facebook,Google Ads,Baja,0,1,0,0,1,0,17,9,Andrea Rojas Rodríguez,andrea26@hotmail.com,+51 949142349
Blanqueamiento,Otro,Página web,Baja,1,1,1,1,1,0,13,10,Ana Mendoza Vásquez,ana16@gmail.com,+51 931706566
Ortodoncia,Facebook,Google Ads,Alta,0,1,0,1,0,0,18,7,Lucía Pérez Ramírez,lucía22@outlook.com,+51 959304800
Ortodoncia,Facebook,Página web,Alta,0,0,1,0,0,0,9,4,Pedro Mendoza Morales,pedro79@gmail.com,+51 929516279
Endodoncia,Otro,Recomendación,Media,1,0,1,1,0,0,11,1,Renzo Quispe Cruz,renzo82@yahoo.es,+51 928335961
Revisión general,Instagram,Google Ads,Media,1,1,0,1,0,0,12,4,Ana Ruiz Quispe,ana91@hotmail.com,+51 933421378
Revisión general,Facebook,Recomendación,Alta,1,1,1,0,0,0,14,6,Elena Martínez Silva,elena86@hotmail.com,+51 955133739
Implantes,Facebook,Google Ads,Baja,0,0,0,0,0,1,15,7,Rosa Martínez Quispe,rosa55@hotmail.com,+51 922232683
Limpieza dental,Facebook,Google Ads,Media,1,0,0,0,0,0,12,7,Jessica Mendoza Rodríguez,jessica97@hotmail.com,+51 980834409
Ortodoncia,Otro,Google Ads,Alta,1,0,1,1,1,0,17,6,Rosa Morales Sánchez,rosa91@gmail.com,+51 938014928
Endodoncia,WhatsApp,Página web,Alta,0,0,1,0,0,0,12,6,Carlos Pérez Silva,carlos52@hotmail.com,+51 932524064
Implantes,Facebook,Recomendación,Baja,0,1,1,1,0,0,5,6,Fiorella Rojas Flores,fiorella12@hotmail.com,+51 942729570
Ortodoncia,Instagram,Página web,Media,0,1,1,0,1,0,9,7,Ana Quispe Torres,ana32@yahoo.es,+51 922416278
Blanqueamiento,WhatsApp,Página web,Alta,0,1,0,0,0,1,20,1,María Gómez Herrera,maría87@outlook.com,+51 959952924
Extracción,WhatsApp,Google Ads,Alta,1,0,1,1,0,0,11,1,Ana Martínez Quispe,ana35@yahoo.es,+51 993374282
Ortodoncia,Otro,Recomendación,Media,0,1,0,0,0,0,12,8,Carlos Quispe Chávez,carlos57@gmail.com,+51 962489281
Implantes,WhatsApp,Recomendación,Media,0,0,0,1,0,1,9,5,Fiorella Martínez Mendoza,fiorella58@gmail.com,+51 986499025
Cirugía oral,Facebook,Recomendación,Baja,0,1,0,1,0,1,16,8,Diana Herrera Pérez,diana15@outlook.com,+51 935613250
Limpieza dental,Facebook,Llamada directa,Baja,1,0,1,0,0,1,12,8,Andrea Rojas Morales,andrea21@outlook.com,+51 992516107
Ortodoncia,Facebook,Página web,Media,0,1,0,1,1,0,14,3,Lucía Chávez Ruiz,lucía18@hotmail.com,+51 953118477
Carillas,Otro,Llamada directa,Media,0,1,1,1,1,1,14,9,Ana Castro Martínez,ana46@hotmail.com,+51 951995798
Ortodoncia,Instagram,Llamada directa,Media,1,1,0,0,1,1,8,10,Carlos Castro Chávez,carlos15@outlook.com,+51 980024188
Extracción,Otro,Google Ads,Alta,1,0,0,0,1,0,12,4,Miguel Ramírez Herrera,miguel12@hotmail.com,+51 917311049
Blanqueamiento,Instagram,Google Ads,Media,0,1,1,1,0,0,19,9,Pedro Morales Cruz,pedro87@hotmail.com,+51 986108418
Limpieza dental,Instagram,Google Ads,Alta,1,1,1,1,0,1,15,4,Carmen Martínez Pérez,carmen52@outlook.com,+51 998832560
Extracción,WhatsApp,Recomendación,Baja,1,1,0,0,1,0,7,7,Fernando Mendoza Cruz,fernando44@hotmail.com,+51 973663031
Blanqueamiento,Otro,Google Ads,Media,1,1,1,0,1,0,14,8,Lucía Morales Mendoza,lucía62@hotmail.com,+51 949054877
Endodoncia,Otro,Llamada directa,Media,1,1,0,1,0,0,12,3,Ana Mendoza Castro,ana67@yahoo.es,+51 940615686
Ortodoncia,Instagram,Google Ads,Baja,0,0,0,0,0,0,13,5,José Castro Rojas,josé96@yahoo.es,+51 919254557
Extracción,WhatsApp,Google Ads,Baja,0,1,0,0,0,0,12,3,Pedro Martínez Cruz,pedro21@gmail.com,+51 985417925
Revisión general,Facebook,Google Ads,Alta,1,1,1,1,0,0,12,4,Rosa Rodríguez Martínez,rosa66@outlook.com,+51 984910796
Revisión general,Facebook,Recomendación,Alta,0,0,1,1,0,1,14,10,Karla Rojas Mendoza,karla18@gmail.com,+51 946065457
Implantes,WhatsApp,Recomendación,Media,1,1,1,0,0,0,12,4,Miguel Sánchez Ramírez,miguel77@gmail.com,+51 956055380
Blanqueamiento,Otro,Llamada directa,Alta,0,0,1,1,0,1,17,5,Pedro Silva Martínez,pedro76@gmail.com,+51 982652739
Limpieza dental,Otro,Recomendación,Media,0,1,1,0,1,0,11,7,Lucía Chávez Castro,lucía74@outlook.com,+51 950311825
Ortodoncia,Facebook,Google Ads,Baja,0,0,1,1,0,1,10,3,Karla Mendoza Ruiz,karla71@hotmail.com,+51 994314841
Cirugía oral,Facebook,Google Ads,Media,1,0,0,0,0,0,18,1,Renzo Quispe Rodríguez,renzo70@yahoo.es,+51 942758512
Revisión general,Facebook,Llamada directa,Baja,1,1,0,1,1,0,12,3,Lucía Ramírez Flores,lucía62@gmail.com,+51 997542097
Cirugía oral,Facebook,Página web,Media,0,0,0,1,1,0,13,3,Jorge Vásquez Mendoza,jorge38@yahoo.es,+51 933766872
Limpieza dental,Facebook,Página web,Media,1,0,1,0,1,0,7,4,Pedro Flores Morales,pedro70@gmail.com,+51 942809780
Extracción,Instagram,Recomendación,Media,0,1,1,1,0,0,7,8,Elena Chávez Vásquez,elena41@hotmail.com,+51 999595317
Blanqueamiento,Facebook,Página web,Media,1,1,1,1,1,0,14,0,Jorge Torres Torres,jorge52@outlook.com,+51 967939467
Cirugía oral,Otro,Página web,Alta,1,1,0,1,1,0,16,10,Miguel Castro Quispe,miguel44@yahoo.es,+51 988273253
Blanqueamiento,Facebook,Página web,Media,0,1,1,1,1,0,19,9,Lucía Castro Castro,lucía83@gmail.com,+51 975609869
Endodoncia,WhatsApp,Google Ads,Alta,0,0,0,1,0,0,14,0,Pedro Martínez Cruz,pedro33@hotmail.com,+51 933847801
Endodoncia,WhatsApp,Recomendación,Alta,0,0,0,1,0,1,14,6,Carmen Quispe Castro,carmen11@gmail.com,+51 991332892
Carillas,WhatsApp,Llamada directa,Baja,1,0,1,0,0,0,12,1,Luis Rodríguez Mendoza,luis33@outlook.com,+51 971959771
Ortodoncia,Facebook,Google Ads,Media,0,1,1,1,1,1,17,5,Fernando García Morales,fernando37@outlook.com,+51 913321766
Endodoncia,Instagram,Recomendación,Alta,0,0,1,1,0,1,15,2,Jessica Quispe Pérez,jessica38@outlook.com,+51 978123410
Ortodoncia,Otro,Recomendación,Alta,1,1,1,0,1,0,11,3,María Rodríguez Flores,maría63@gmail.com,+51 920329945
Limpieza dental,WhatsApp,Recomendación,Alta,1,0,1,0,0,0,12,4,María Silva Quispe,maría40@gmail.com,+51 967043061
Revisión general,WhatsApp,Llamada directa,Baja,1,0,1,1,1,1,9,6,Elena Chávez Rojas,elena61@gmail.com,+51 989159575
Extracción,Otro,Llamada directa,Alta,0,0,0,1,0,0,12,5,Carlos Ruiz Rojas,carlos82@gmail.com,+51 947489581
Cirugía oral,Facebook,Google Ads,Baja,0,0,1,0,0,0,15,5,Renzo Ruiz Morales,renzo68@gmail.com,+51 993261564
Limpieza dental,Instagram,Google Ads,Baja,0,1,1,1,0,0,15,9,Lucía Mendoza Castro,lucía85@hotmail.com,+51 985260580
Limpieza dental,Instagram,Llamada directa,Media,0,1,0,0,0,0,11,7,Jessica Ramírez Herrera,jessica84@hotmail.com,+51 917401506
Endodoncia,Facebook,Google Ads,Alta,1,1,1,0,0,1,8,6,Diana Herrera Quispe,diana51@yahoo.es,+51 971138375
Extracción,Instagram,Página web,Baja,1,0,1,0,0,0,13,4,José Rojas Silva,josé26@hotmail.com,+51 995820648
Ortodoncia,WhatsApp,Google Ads,Alta,1,1,1,0,1,1,23,10,Karla Ruiz Torres,karla57@gmail.com,+51 987472780
Carillas,Instagram,Página web,Alta,1,1,1,0,0,1,15,7,Andrea Rodríguez Gómez,andrea38@outlook.com,+51 913965658
Limpieza dental,WhatsApp,Página web,Media,1,0,0,0,1,1,10,3,Elena Morales Vásquez,elena10@outlook.com,+51 972198856
Blanqueamiento,Instagram,Recomendación,Media,1,1,0,1,1,1,13,7,Renzo Pérez Morales,renzo74@hotmail.com,+51 946203688
Limpieza dental,Otro,Página web,Baja,1,1,1,1,0,0,11,7,Karla Quispe Rojas,karla13@outlook.com,+51 980285313
Endodoncia,WhatsApp,Página web,Baja,1,0,1,0,0,0,15,7,Miguel Martínez Vásquez,miguel22@yahoo.es,+51 978730611
Extracción,WhatsApp,Llamada directa,Alta,0,0,1,0,0,1,9,5,Andrea Vásquez Gómez,andrea38@gmail.com,+51 947623625
Ortodoncia,Otro,Página web,Baja,0,1,1,1,0,1,17,12,Diana Ramírez García,diana79@gmail.com,+51 953796567
Blanqueamiento,WhatsApp,Llamada directa,Baja,1,0,0,1,0,0,14,6,María Sánchez Castro,maría58@yahoo.es,+51 943462358
Ortodoncia,Facebook,Llamada directa,Alta,1,1,1,0,0,1,14,0,Andrea Gómez Chávez,andrea28@outlook.com,+51 953588032
Endodoncia,Facebook,Página web,Baja,1,1,1,0,1,0,10,0,Fiorella Flores Sánchez,fiorella34@hotmail.com,+51 920473477
Cirugía oral,Instagram,Recomendación,Alta,0,1,1,0,0,0,11,0,Carmen García Ramírez,carmen83@hotmail.com,+51 948466160
Revisión general,Instagram,Página web,Media,0,0,0,1,0,1,6,7,José Vásquez Cruz,josé35@yahoo.es,+51 952296736
Cirugía oral,Instagram,Página web,Baja,1,0,1,0,1,0,14,8,Renzo Sánchez Flores,renzo38@outlook.com,+51 936870696
Ortodoncia,WhatsApp,Google Ads,Alta,0,1,0,1,0,1,18,10,Ana Martínez Morales,ana66@yahoo.es,+51 980906822
Implantes,WhatsApp,Recomendación,Baja,0,0,1,1,1,0,11,5,Pedro Rodríguez Flores,pedro79@hotmail.com,+51 959788039
Ortodoncia,Instagram,Página web,Media,0,1,1,0,1,1,13,5,Rosa Quispe Sánchez,rosa34@outlook.com,+51 984106726
Implantes,Otro,Llamada directa,Alta,1,0,0,1,0,0,11,7,Pedro Flores Martínez,pedro46@outlook.com,+51 961898561
Implantes,Otro,Google Ads,Alta,0,1,0,1,0,1,11,5,Luis Torres Morales,luis23@yahoo.es,+51 946445634
Revisión general,WhatsApp,Recomendación,Baja,1,0,1,1,0,0,10,7,Jorge Gómez Ruiz,jorge18@yahoo.es,+51 995732080
Endodoncia,WhatsApp,Google Ads,Baja,1,1,0,0,0,0,17,3,María Quispe Flores,maría14@hotmail.com,+51 948349554
Extracción,WhatsApp,Página web,Baja,1,0,1,0,0,0,14,6,Raúl Cruz Ruiz,raúl42@hotmail.com,+51 957233258
Carillas,Otro,Google Ads,Alta,0,1,0,0,1,0,10,4,Jessica Torres Torres,jessica83@outlook.com,+51 962473733
Blanqueamiento,Facebook,Recomendación,Media,0,1,1,0,1,1,16,10,Fernando Flores Sánchez,fernando79@hotmail.com,+51 984231023
Endodoncia,Instagram,Página web,Media,1,0,0,1,0,0,10,7,Elena Sánchez Pérez,elena83@yahoo.es,+51 941940044
Extracción,Otro,Recomendación,Media,1,0,1,1,0,1,15,11,Jessica Rodríguez Pérez,jessica69@yahoo.es,+51 930461742
Implantes,Instagram,Página web,Alta,0,0,0,1,1,0,13,7,Karla Torres Chávez,karla64@gmail.com,+51 991939546
Limpieza dental,Facebook,Página web,Alta,0,1,0,1,0,0,18,3,Lucía Morales Ramírez,lucía23@outlook.com,+51 927757342
Implantes,Instagram,Página web,Baja,0,1,1,0,0,1,15,3,Rosa Torres Gómez,rosa55@yahoo.es,+51 922248177
Implantes,WhatsApp,Recomendación,Media,0,0,0,1,1,0,16,3,Fiorella Cruz Gómez,fiorella56@outlook.com,+51 995288523
Extracción,WhatsApp,Google Ads,Media,1,1,1,1,1,0,13,8,Ana Vásquez Castro,ana34@yahoo.es,+51 911107476
Extracción,Instagram,Llamada directa,Media,0,0,1,0,0,0,16,6,Carmen Rojas Quispe,carmen61@yahoo.es,+51 945363370
Carillas,Instagram,Llamada directa,Media,1,1,1,1,0,0,13,4,Elena Cruz Gómez,elena14@yahoo.es,+51 916536186
Implantes,WhatsApp,Recomendación,Baja,0,0,0,0,1,0,15,8,Luis Rodríguez Silva,luis48@outlook.com,+51 923582961
Endodoncia,WhatsApp,Google Ads,Media,0,1,1,0,0,0,16,8,Karla Sánchez Mendoza,karla46@hotmail.com,+51 948620811
Ortodoncia,Instagram,Página web,Media,0,0,0,1,1,0,21,7,Luis Mendoza Vásquez,luis98@yahoo.es,+51 979435562
Revisión general,Instagram,Página web,Alta,0,0,1,1,0,1,4,3,Carlos Herrera Torres,carlos89@hotmail.com,+51 994885063
Ortodoncia,WhatsApp,Página web,Baja,1,0,0,1,0,1,11,1,María García Ruiz,maría92@gmail.com,+51 961751116
